Date,Tweet,Sentiment
2023-05-17 09:54:42+00:00,@hallo___dio @bankbsi_id Sama kak aku jg kmrn tf dr seabank ke bsi tp blm masuk jg saldonya ke bsi sampe skrg😭😭 pihak seabank konfirmasi katanya udh berhasil pas aku ke kantor bsi buat tanyain mereka jwbnya sama kek ditweet ini😭😭😭 gmn sihh mengecewakan bgt,0
2023-05-17 09:45:09+00:00,@zzakiafd @bankbsi_id Wes lah ganti bank ae zak🤣,0
2023-05-17 09:26:56+00:00,"@mouldie_sep Mindahin saldo dr BSI bkn krn serangan kemarin,tp lebih ke jeleknya layanan offline dan on linenya..
Mobil banking sering error,CS dan tellernya jg g sebagus di bank lain. Ditambah kasus ini jd malah tambah yakin",0
2023-05-17 09:25:34+00:00,"@bankbsi_id Saran aja kak, admin sosmednya lebih peka. Banyak nasabah yang panik, data bocor, layanan belum pulih sempurna. Kanal media resminya malah posting menang undian. Berikan assurance ke nasabah dong kak",1
2023-05-17 08:56:20+00:00,"@amalalghozali14 Saya nasabah BSI, kondisi di layanan kantor pusat biasa aja, ga ada lonjakan pengunjung. Data yg disandera bisa jadi data2 pekerja. Klo database utama bank kan beda operating sistem. Beda dgn semisal jamsostek atau dukcapil",1
2023-05-17 08:42:15+00:00,"@nilnaamalia_ Yasudahlah, migrasi ke BSI juga ga worth it, malah nemu masalah skrg. Mending cari bank syari'ah lain aja klo hanya utk biaya admin bulanannya 0.",0
2023-05-17 08:11:52+00:00,@bankbsi_id Ini BSI diisi orang2 kafir apa gimana? Boong terus. Mau ekonomi Islam jelek apa?,0
2023-05-17 08:11:12+00:00,"@Reinaldoadr @0xdermawan @bankbsi_id Lah, terus 4 hari gak bisa diakses itu apa? 

Jangan goblok lah. Islam bukan lu?",0
2023-05-17 08:02:14+00:00,"@Paltiwest alih-alih ningkatin system security malah bayar buzzer buat nutup-nutupin wkwk, fix ngga akan gue pake bank BSI 😂",0
2023-05-17 08:00:05+00:00,Mabes Polri masih menunggu laporan terkait serangan siber terhadap Bank Syariah Indonesia (BSI). Laporan diperlukan untuk melakukan penyelidikan lebih lanjut.  https://t.co/tWcXyENxzJ,1
2023-05-17 07:58:03+00:00,"@supri_prp @bankbsi_id @kemenkeu Hai, #SobatRupiah. Sebelumnya kami turut bersimpati atas permasalahan yang dialami. Sebagai informasi, di beberapa bank dengan jenis tabungan tertentu ada kebijakan saldo mengendap yang harus tersedia dalam rekening nasabah. (1)",1
2023-05-17 07:56:05+00:00,"#SobatRupiah, pasca gangguan layanan sistem pembayaran di PT Bank Syariah Indonesia, Tbk (BSI) minggu lalu, kini kegiatan sistem pembayaran BSI kembali normal. BI &amp; PJP berkomitmen memastikan layanan sistem pembayaran aman &amp; andal dalam mendukung kegiatan transaksi di masyarakat. https://t.co/F8JlBwDQIy",1
2023-05-17 07:47:03+00:00,"Di bawah pengawasan dan asistensi BI selaku otoritas sistem pembayaran nasional, BSI telah memulihkan koneksi dengan bank sentral. https://t.co/oSDVOtbMkm",1
2023-05-17 07:38:46+00:00,@bankbsi_id BSI Mobile masih lumpuh.,0
2023-05-17 07:33:13+00:00,"@bankbsi_id Dasar bank bapuk!! Bukan beri kompensasi ke nasanah buat down gara2 Ransomeware kemarin, malah bagi2 hadiah, wajar besok lusa kalian ditinggalkan orang orang",0
2023-05-17 07:10:32+00:00,"PT Bank Syariah Indonesia, Tbk. atau BSI kembali memastikan bahwa data dan dana nasabah dalam kondisi aman, sehingga nasabah dapat bertransaksi secara normal dan aman.
Selengkapnya
https://t.co/rt4XaIZoZd",1
2023-05-17 07:08:23+00:00,@bankbsi_id Edan bsi gak aman banget..,0
2023-05-17 07:08:20+00:00,@AlvinoMarcopolo @Agunxkhaqq @bankbsi_id kalau info yang saya dpt masih belum masuk atau transfer gagal itu karena traffic transaksinya masih tinggi. jadi yaa sabar sabar aja kalau saldonya belum masuk atau kalau mau cba bikin laporan aja,1
2023-05-17 07:06:29+00:00,"@bankbsi_id  untuk cs apakah memang dibiarkan kosong pada waktu istirahat dimana nasabah banyak yang menunggu
Apakah gara2 sistem yg down pelayanan juga jadi menurun ada apakah bsi?",0
2023-05-17 07:03:09+00:00,"@annisarnis @mouldie_sep Kagak takut lu, kemarin-kemarin heboh bank DKI duitnya di colong karyawannya sendiri. BSI ini duit gak ilang cuma data kalo Bank DKI jelas ilang duit.",1
2023-05-17 06:34:24+00:00,"Gw tuh males bgt kek menghadeh tiap ganti password email berkala. Udahlah lupaan anaknya

Sampe gw liat kasus BSI....
Ok safety2 kek gini perlu sih, goodjob bank cina asli",0
2023-05-17 06:32:21+00:00,Badan Siber dan Sandi Negara (BSSN) mendesak Bank Syariah Indonesia (BSI) untuk lebih transparan dan melakukan analisis forensik digital terhadap kasus serangan siber yang mereka alami baru-baru ini. Desakan ini disampaikan oleh Deputi Bidang Keamanan… https://t.co/to4qPSZ8BC,1
2023-05-17 06:20:44+00:00,"Kok makin ketar ketir ya nabung di BSI :( 
Saran bank syariah yg aman” aja dong 🥺",0
2023-05-17 06:16:34+00:00,Bank Indonesia (BI) pastikan masih terus memantau kelancaran layanan kliring hingga BI Fast di BSI dan penyedia jasa pembayaran lainnya. #bisnisupdate #update #bisnis #text https://t.co/P4dYM6Ztsl,1
2023-05-17 06:13:39+00:00,"@bankbsi_id apa niii udah tau duit sampek akhir bulan tinggal 150k malah tiba"" Di blok, gilaa sihhh gak abis pikir makan apa di kosan bapak terhormat? https://t.co/3sfWFyrsmM",0
2023-05-17 06:09:10+00:00,@Ramaandhitas1 @__nsch @bankbsi_id Saldo diblokir itu maksudnya saldo mengendap guys. Itu dari dulu ada cuma infonya nggak pernah ditampilkan. Di tiap bank apapun pasti ada saldo mengendap/diblokir,0
2023-05-17 06:07:05+00:00,"@bankbsi_id tolong diperbaikin sistemnya ya, kami juga ada keperluan untuk bertransaksi",1
2023-05-17 06:03:40+00:00,"@wanitaperibumi @bankbsi_id ada juga yang udah bisa kak. tapi aku barusan nyoba sih belum, belum semua merata kali ya ini pemulihannya. sabar ya kak:((( dicek cek lagi aja mbankingnya",1
2023-05-17 06:00:00+00:00,"Ransomware BSI dan Bagaimana Nasabah Menghadapinya

Sejumlah nasabah Bank Syariah Indonesia (BSI) mengeluh tidak bisa mengakses aplikasi BSI mobile.

Selengkapnya
#BSI #Ransomware
https://t.co/9auWpMENAa",0
2023-05-17 05:50:58+00:00,"@Daffa_Faisaa duit akan aman karena BSI kan salah satu peserta OJK.

Data nya yang ga aman, sudah di publik, sebagai nasabah bank tersebut, bisa melakukan tuntutan untuk ganti rugi dari data pribadi mereka yang bocor.

meskipun ga akan pernah bisa menggantikan nilai dari data pribadi mereka.",1
2023-05-17 05:46:59+00:00,"Bagi yang penasaran nihhh, gimana negoisasi Bank BSI yang kena ransomware sama Lockbit yang full. Udah dikasih bukti info login Internet Banking nasabah satu, malah dikacangin Lockbitnya. Ya brok, gimana gak marah. 🤣🤣 https://t.co/ZgD0555ub8",0
2023-05-17 05:16:52+00:00,"@bankbsi_id BSI tolong lah jangan bikin nasabah panik, ada banyak dari kami yg saldonya di blokir nih.. kesel bangett",0
2023-05-17 05:16:33+00:00,@nofinurahma @secgron @bankbsi_id Dana nasabah kan dijamin LPS kak,1
2023-05-17 05:09:31+00:00,"Kepercayaanku pada bank bsi sudah menurun 98,0837737%
Daah lah. Aku pindah aja semua saldonya, aku kosongin aja rek bsi aku",0
2023-05-17 05:02:52+00:00,@mouldie_sep ayo @bankbsi_id go go perbaiki kekurangan kmren tingkatkan kepuasan pelanggan.,0
2023-05-17 04:57:32+00:00,@bankbsi_id Kami cuman pingin data dan uang kami aman bukan dengan iming2 hadiah seperti itu.. tau konsep syariah Agama ISLAM to .. AMANAT !!,1
2023-05-17 04:55:27+00:00,@bankbsi_id LAH GAJELAS BGT INI BANK AKSKDHENWKAMAUHQJQJWKWNEH,1
2023-05-17 04:55:08+00:00,"bener2 gak ketolong ya kamu @bankbsi_id udah gak bisa jamin data nasabah, cs nya juga buruk dm gak dibales2, gimana sih pelayananannya p",1
2023-05-17 04:50:58+00:00,@explaxin @bankbsi_id Di twiit BSI terbaru baca deh kak komen2nya. Banyak banget nasabah yang dapet transferan atau transfer laporannya sukses tapi duitnya gak masuk. Gara2 baca komen itu aku kan jadi parno ya. Soalnya aku bakal dapet transferan gaji juga. Dan gak ada balesan dari pihak BSI,0
2023-05-17 04:34:43+00:00,"@ocaatea @bankbsi_id aku taunya udah mulai normal sih kak, cuma emang ada beberapa fitur yang belum bisa gitu. kayaknya sih emang belum merata aja normalnya, cek berkala aja..",1
2023-05-17 04:23:47+00:00,@bankbsi_id Aktivasi online ini kok gabisa si? Cape bgt sy setiap ada gangguan mbanking ke log out. Plis lah BSI apk nya diperbaiki. Masa iya harus bolak balik kantor cuman grgr begini,0
2023-05-17 04:23:46+00:00,"@0xdermawan @bankbsi_id Gak usah khawatir mas itu yang dihack hanya data karyawan yang ada di laptop saja bukan servernya, gak ada hubunganya sama data nasabah jadi dipastikan aman",1
2023-05-17 04:16:03+00:00,"Perusahaan kita memang dari sononya tdk peduli dgn pelanggan, tdk akan terbersit keluar uang ransom utk hacker karena data pelanggan tdklah lebih penting drpd uang perusahaan

Bagi yg tabung di BSI (Bank Syariah Indonesia), diharapkan segera tutup rekening &amp; pindah bank",0
2023-05-17 04:10:18+00:00,"BSI KACAU BANGET ANJIR INI KENAAPA SALDO GUE DI BLOKIR ?

@bankbsi_id 
#bsidown #bsimobile 
#bsi https://t.co/YniE0aqsrS",0
2023-05-17 04:02:53+00:00,@lokbster @bankbsi_id Bosen ka tiap hari bgt ini dicek berkala hampir 2 minggu gaada tuh kemajuan bisa topup,0
2023-05-17 03:59:30+00:00,"@bankbsi_id @eWongSeneng Min, sy sampai saat ini mau top up e wallet masih blom bisa lwt m banking.. tulisannya kehabisan waktu, sy cb lagi trus ktnya tidak dpt d proses..",0
2023-05-17 03:58:53+00:00,"@bankbsi_id tolong dong BSI Net. nya di perbaiki lagi, masa udah ngisi token tinggal proses tiba tiba logout sendiri, mana sekarang kode token cuma dikasih waktu 5 menit masa berlaku, gila lu ndro !!",0
2023-05-17 03:57:37+00:00,"Semalam isi pulsa pake bank BSI,isi dua kali yg masuk satu kali,tapi saldo kepotong dua kali,di lapor ke pengaduan sama sekali tak ditanggapi... hati2 yg pake bank BSI, untuk transaksi keuangan nya....",0
2023-05-17 03:49:58+00:00,"@bankbsi_id momen kebobolan kmrn tolong sekalian tingkatin kinerja i-banking kan sering kejadian, captcha salah (pdhl sdh benar), mau submit malah balik disuruh login, lah. dll",1
2023-05-17 03:38:25+00:00,"@bankbsi_id Hey mending urusin dulu nih sistem, transfer uang jualan ke bsi malah tertunda disuruh nunggu 1 minggu pulak. Fix gasih tutup tabungam disini😭",0
2023-05-17 03:33:43+00:00,@bankbsi_id Lebih baik tingkatkan mutu layanan sehingga nasabah makin percaya kepada BSI. Pemberian hadiah spt cara bank konvensional dalam menarik dukungan nasabah .,0
2023-05-17 03:30:02+00:00,"💚 Info bank yang bebas biaya admin bulanan dong (kecuali bsi, karena mau pindah dari bsi 🥲)",0
2023-05-17 03:05:36+00:00,"ya bayangin aja.. misal yang kesebar nama, nik, nama ibu. Data itu udah bisa dipake buat fraud. bukan cuma di BSI tapi di rekening bank apapun. Walaupun masih ada step keamanan lainnya kayak pin, tapi kan jadinya u mempermudah orang bikin fraud.",0
2023-05-17 02:43:28+00:00,"Kalau mau tau, ga cuma BSI yang vulnerable, bank bumn lain juga ada yang bermasalah, malah lebih parah. Separah itu sampai pernah didemokan penetrasi database didepan muka C levelnya.",0
2023-05-17 02:41:52+00:00,"Ingat bank bsi, bisnis bank itu berbasis kepercayaan. Bagaimana bisa membangun kepercayaan kalau terus berbohong.",0
2023-05-17 02:39:06+00:00,@Paltiwest dahlah saya cabut dari bsi bye2 @bankbsi_id,0
2023-05-17 02:38:55+00:00,@bankbsi_id mending u benerin mbanking dulu udah seminggu kgk bisa,0
2023-05-17 02:34:21+00:00,@fachrj @bankbsi_id - Cari root cause nya itu yg susah dan butuh waktu lebih banyak daripada recovery nya. Kalo root cause nya kenapa bisa kebobolannya aja belom tau apa yg mau diinfo. Makanya mungkin mereka belom ngerilis apa apa sampe auditnya kelar,1
2023-05-17 02:34:18+00:00,@bankbsi_id Enak banget itu yang dapetin hadiah.. gmn caranya bisa dapatin hadiah itu.. saya yg udh lama pake BSI gak dpt2 hadiah perasaan. Mau donk dapat hadiah juga BSI,1
2023-05-17 02:25:57+00:00,"@bankbsi_id ngapain pake lagi BSI, ga ada kejelasan",0
2023-05-17 02:21:06+00:00,@mouldie_sep Drpd simpen duit di @bankbsi_id gw lebih ngerasa aman nabung di BPR,0
2023-05-17 02:20:30+00:00,"@fachrj @bankbsi_id Yap betul, info tervalid emang dari internal gue setuju. Tapi dari sisi mereka kayanya ga bisa sembarangan karna mungkin mereka saat kejadian prioritasnya adalah ngidupin layanan buat bisa berjalan normal lagi sembari cari root cause yg bikin sistem nya down. Soalnya -",0
2023-05-17 02:13:49+00:00,"@faizalmfi @bankbsi_id Mungkin bisa dgn alasan maintenance kl kelar dlm bbrp jam aja. Masalahnya semua sistem down berhari2, dari layanan mbanking sampe KC. 

Lbh baik tau info dari internal drpd eksternal/KOL menurut gua. Tentu dengan penyampaian yg ""diperhalus"" sedemikian rupa.",1
2023-05-17 02:13:11+00:00,"@tssssry @bankbsi_id mending jangan dulu kak, soalnya lagi rame transaksi takutnya malah gak masuk",1
2023-05-17 02:12:36+00:00,@Fuad1899 @mouldie_sep @bankbsi_id Optimis itu baik,1
2023-05-17 02:12:29+00:00,"@explaxin @novista_iin @bankbsi_id Maaf kak, bisnis bank itu bisnis kepercayaan. Masa solusinya ""oh kalau ga masuk ntar lapor aja, ntar juga masuk"". SLA transfernya gimana? Pertanggungjawaban penyedia layanan gimana?",0
2023-05-17 02:11:16+00:00,"Kompensasi buat nasabah yg dirugikan karena kelalaian kalian, apa? @bankbsi_id",0
2023-05-17 02:11:12+00:00,"@getdosen @bankbsi_id menurut info dari temenku yang kerja di bsi, transaksi keluar dan masuk tuh lagi ramee pol. jadi ada kemungkinan masih nyangkut/belum masuk gitu ke bsi nya. kalau emang udha beberapa hari, bikin aja laporan ke cabang",1
2023-05-17 02:08:12+00:00,"Salahsatu cara ""amatir"" menghukum BSI atas kelalaian mereka ya tarik semua dana kita dari bank mereka sih.",0
2023-05-17 02:06:34+00:00,tadi ke cabang bsi rame pol dari yg di bank juga di atmnya. yg dibank gatau mau ngapain kayaknya jg mau ambil. kalo yg di atm tadi sempet ngobrol juga mereka mau ambil semua duit karna takut aja😌 iya sih drpd nantinya masalah mending cari aman walaupun duitnya gak seberapa🥴,0
2023-05-17 01:53:21+00:00,"@novista_iin @bankbsi_id bantu jawab ya kak, saldo diblokir itu saldo mengendap waktu awal buka rekening. terus kalau transfer kayaknya itu masih banyak antrian jadi belum msuk. misalnya emang gak masuk juga buat laporan aja nanti uangnya juga kembali kok",1
2023-05-17 01:42:47+00:00,Saran dari team lockbit untuk nasabah bank bsi (Bank Syariah Indonesia) memindahkan tabungannya ke bank lain sepertinya sudah tepat,0
2023-05-17 01:42:07+00:00,"@bankbsi_id tolong jgn dzolim dong... aku sampe tf ke pacarku demi bs tarik tunaiii

iki malah bagi-bagi hadiah!! pancen setressssss pol!!! @bankbsi_id 
@bank_indonesia tolong anak buahmu di nasehatin min!! meresahkan nasabahhhhh",0
2023-05-17 01:41:58+00:00,@bankbsi_id Duh min sulit banget untuk ngembalikan kepercayaan nih. Mau ganti bank juga urusannya sama instansi soalnya gaji lewat BSI ☹️,0
2023-05-17 01:40:07+00:00,"@bankbsi_id Kak ini kenapa ya tiba tiba di blokir uang saya?
Kok saya merasa dirugikan ya 😭 https://t.co/yVu9IsOuWg",0
2023-05-17 01:35:51+00:00,"@jogmfs Nih bank juga knp responsnya ngga satset sih anjir. Petugas yang di lapangan/cabang-cabang juga bingung kan kudu nanggepin gmn lagi. Nasabah juga wajar banget kalo marah-marah dan khawatir, apalagi yang cuma punya 1 rekening bank dan kebetulan pakenya BSI.",0
2023-05-17 01:30:56+00:00,"@bankbsi_id Kayak gak punya niat sama sekali nih Bank, nasabah dari kemarin nunggu perbaikan dan kabar kapan bisa normal semuanya malah posting bagi2 hadiah..",0
2023-05-17 01:30:40+00:00,@bankbsi_id Mengenai data kita yg dicuri itu gimana ya admin? Malah posting ginian haha lawak,0
2023-05-17 01:29:41+00:00,"@bankbsi_id Halo bank penipu. Udah denial, nipu. Udah diduga kecolong datanya, buat framing kalo keadaannya baik baik aja. Saya akan tarik seluruh uang disana, dan baiknya masyarakat lain juga begitu.",0
2023-05-17 01:14:58+00:00,"@CrowDits @bankbsi_id Iya. Kalau Bank Aceh ada, sudah dia buka akun bank lain. Kasian sih sebenarnya. Cara bank merespons kepada situasi ini sangat tidak profesional",0
2023-05-17 01:13:53+00:00,"@dayoen80 @secgron @bankbsi_id Mas nya tau sistem buzzer? Apa jgn jgn mas nya jg buzzer haters?eh, tapikan mas kejahatan IT tuh banyak dan lebih ngeri, jadi bisa aja si, kalo sewa buzzer buat pertahanin nama ya buat apa, jelas kalo salah jg gabakal ketutup, tapikan posisinya ini BSI juga korban.",1
2023-05-17 01:08:37+00:00,"@secgron @bankbsi_id Menurut gw mau se ngeri apapun kejahatan IT ga urusan kita, yg penting bank bsi tetep komitmen kalo ada apa2 tanggungjwb",0
2023-05-17 01:06:10+00:00,"@secgron @bankbsi_id Gaperlu heran, udh sering kejadian begini",0
2023-05-17 01:02:54+00:00,"@bankbsi_id Perbaiki dulu sistem IT bsi min, baru upload2 yg ginian, nasabah udah banyak yg cabut dari bankmu",0
2023-05-17 00:52:47+00:00,Mohon @bankbsi_id klarifikasi dan meminta maaf kepada customer nya. Sudah seminggu loh ini tapi masih tidak bisa digunakan. MANA OFFICIAL STATEMENT NYA? KOK DIEM KYK BATU?,0
2023-05-17 00:51:48+00:00,"@bankbsi_id Min, tolong penjelasan soal saldo blokir? Kok mendadak ada seperti itu",0
